Ticker,Date,Zscore,prem_disc
GEHC,2026-03-13,1.2,-0.0886
GEHC,2026-02-11,0.82,-0.16
GEN,2026-03-13,-2.09,0.1681
GEN,2026-02-11,1.94,-0.3324
GEOS,2026-03-13,-1.72,0.2712
GEOS,2026-02-11,1.56,-0.5796
GEV,2026-03-13,-0.94,0.3175
GEV,2026-02-11,-0.07,0.1747
GGB,2026-03-13,0.63,
GGB,2026-02-11,1.37,0.6014
GILD,2026-03-13,-3.84,0.2399
GILD,2026-02-11,1.37,-0.1227
GIS,2026-03-13,-0.32,0.1991
GIS,2026-02-11,-0.32,-0.0613
GL,2026-03-13,-2.39,0.9399
GL,2026-02-11,2.36,0.1323
GLATF,2026-03-13,-0.58,
GLATF,2026-02-11,-1.29,
GLD,2026-03-13,-1.37,-0.0944
GLD,2026-02-11,1.28,-0.5399
GLW,2026-03-13,0.02,-0.11
GLW,2026-02-11,1.12,-0.1755
GM,2026-03-13,-1.23,0.391
GM,2026-02-11,0.87,-0.2251
GNK,2026-03-13,2.19,-0.2614
GNK,2026-02-11,0.27,0.6088
GNRC,2026-03-13,-4.09,0.1718
GNRC,2026-02-11,3.88,-0.2883
GOOGL,2026-03-13,-0.55,0.3957
GOOGL,2026-02-11,2.15,0.3948
GPC,2026-03-13,-0.04,-0.3513
GPC,2026-02-11,0.67,0.2336
GPN,2026-03-13,0.11,-0.4108
GPN,2026-02-11,1.44,0.0834
GREK,2026-03-13,1.39,-0.1948
GREK,2026-02-11,1.22,-0.1988
GRMN,2026-03-13,0.47,-0.3216
GRMN,2026-02-11,1.36,0.3498
GS,2026-03-13,0.63,0.0749
GS,2026-02-11,0.89,-0.0112
GWW,2026-03-13,-1.34,-0.2372
GWW,2026-02-11,0.99,-0.2028
HAL,2026-03-13,-0.81,0.4506
HAL,2026-02-11,-1.8,0.3083
HAS,2026-03-13,-2.98,0.4361
HAS,2026-02-11,2.35,-0.1802
HBAN,2026-03-13,-1.79,0.2444
HBAN,2026-02-11,1.09,-0.2374
HCA,2026-03-13,-2.5,0.3513
HCA,2026-02-11,1.5,-0.338
HD,2026-03-13,1.08,0.2389
HD,2026-02-11,-2.55,0.5817
HIG,2026-03-13,-2.12,0.5215
HIG,2026-02-11,1.38,0.095
HII,2026-03-13,-1.97,0.2093
HII,2026-02-11,1.61,-0.3447
HLT,2026-03-13,-0.59,0.5549
HLT,2026-02-11,-0.41,0.1196
HLX,2026-03-13,0.54,-0.1508
HLX,2026-02-11,0.5,0.1377
HOLX,2026-03-13,0.85,2.9855
HOLX,2026-02-11,0.27,1.8031
HON,2026-03-13,-0.28,0.3412
HON,2026-02-11,0.05,-0.0222
HOOD,2026-03-13,-2.32,-0.0172
HOOD,2026-02-11,2.15,-0.2162
HPE,2026-03-13,-1.15,0.0926
HPE,2026-02-11,1.12,0.4976
HPQ,2026-03-13,-1.45,0.3136
